command	parse_status	parse_error	file_ops_count	command_type	dangerous
bd create \\n  --title "Extraction from Exec Blocks" \\n  --external-ref "opsx:bash-parser-file-ops:2.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "extraction" \\n  --description "$(cat <<'EOF'\nExtract file operations from find -exec blocks by recursive extraction.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "File Operations Extraction - Exec Blocks"\n2. Implement `jf/bash-extract-operations-from-exec-blocks` function\n3. Extract `:exec-blocks` field from parsed find command\n4. For each exec block:\n   - Extract the nested command structure\n   - Recursively extract operations from nested command\n   - Mark operations with exec block metadata\n5. Handle multiple -exec blocks in single find command\n6. Combine find's directory operations (:read-directory) with exec operations\n\nDesign rationale:\nParser already extracts exec blocks as structured data. Treat each exec block as separate command and recursively extract operations. This reuses extraction logic for nested commands. Find operations (directory traversal) + exec operations (actions on matched files) both contribute to total file operations.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-operations-from-exec-blocks (parsed-command)\n  "Extract file operations from find -exec blocks recursively."\n  (let ((exec-blocks (plist-get parsed-command :exec-blocks))\n        (operations nil))\n    (dolist (exec-block exec-blocks)\n      (let* ((exec-command (plist-get exec-block :command))\n             ;; Recursively extract from nested command\n             (exec-ops (jf/bash-extract-operations-from-positional-args exec-command)))\n        (dolist (op exec-ops)\n          (push (plist-put op :exec-block t) operations))))\n    (nreverse operations)))\n```\n\nVerification:\n- "find . -name '*.log' -exec rm {} \;" extracts:\n  - (:file "." :operation :read-directory) from find\n  - (:file "{}" :operation :delete :exec-block t) from rm\n- "find /tmp -exec cat {} \; -exec rm {} \;" handles multiple exec blocks\n- Test exec block scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 2: File Operation Extraction Architecture"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Main Extraction Function" \\n  --external-ref "opsx:bash-parser-file-ops:2.4" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "extraction" \\n  --description "$(cat <<'EOF'\nImplement main entry point coordinating extraction from all sources.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "File Operations Extraction - Main"\n2. Implement `jf/bash-extract-file-operations` public API function\n3. Accept parsed-command and optional :var-context parameter\n4. Coordinate extraction from all sources:\n   - Call jf/bash-extract-operations-from-redirections\n   - Call jf/bash-extract-operations-from-positional-args\n   - Call jf/bash-extract-operations-from-exec-blocks\n5. Handle multi-command constructs (pipelines, chains):\n   - Detect :type :pipeline or :chain\n   - Recursively extract from each command\n   - Combine operations from all commands\n6. Deduplicate operations (same file + operation type)\n7. Assign overall confidence levels\n8. Return complete list of operation plists\n\nDesign rationale:\nSingle entry point simplifies API - caller doesn't need to know extraction sources. Handles all command types (simple, pipeline, chain) transparently. Deduplication prevents duplicate entries when file appears multiple times. Confidence levels enable fail-safe security policies. Variable context parameter prepares for future variable resolution integration.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-file-operations (parsed-command &optional var-context)\n  "Extract all file operations from PARSED-COMMAND. Main entry point."\n  (let ((operations nil))\n    (pcase (plist-get parsed-command :type)\n      (:simple-command\n       (setq operations\n             (append (jf/bash-extract-operations-from-redirections parsed-command)\n                     (jf/bash-extract-operations-from-positional-args parsed-command)\n                     (jf/bash-extract-operations-from-exec-blocks parsed-command))))\n      (:pipeline\n       (dolist (cmd (plist-get parsed-command :commands))\n         (setq operations (append operations (jf/bash-extract-file-operations cmd var-context)))))\n      (:chain\n       (dolist (cmd (plist-get parsed-command :commands))\n         (setq operations (append operations (jf/bash-extract-file-operations cmd var-context))))))\n    ;; Deduplicate: same file + operation\n    (jf/bash--deduplicate-operations operations)))\n```\n\nVerification:\n- Simple commands extract from all sources\n- "cat file.txt | grep pattern > output.txt" extracts from both commands in pipeline\n- "rm temp.txt && touch new.txt" extracts from both commands in chain\n- Duplicate operations removed (same file + operation appears once)\n- Test with all multi-command scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 2: File Operation Extraction Architecture"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Variable Reference Detection" \\n  --external-ref "opsx:bash-parser-file-ops:3.1" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "variables" \\n  --description "$(cat <<'EOF'\nDetect variable references in file paths and mark for resolution.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Variable Handling - Detection"\n2. Implement `jf/bash-detect-variable-references` function\n3. Detect patterns in file paths:\n   - $VAR (simple variable reference)\n   - ${VAR} (braced variable reference)\n   - Multiple variables in single path ($DIR/$FILE)\n4. Extract variable names from references\n5. Mark operations containing variables with:\n   - :has-variables t\n   - :variable-names (list of var names)\n6. Preserve original path string (don't modify yet)\n\nDesign rationale:\nDetection is separate from resolution - first identify what needs resolving. Supports both simple $VAR and braced ${VAR} forms (most common in bash). Preserving original path enables showing user what was attempted. Variable names list enables checking against context before resolution.\n\nDesign pattern:\n```elisp\n(defun jf/bash-detect-variable-references (file-path)\n  "Detect variable references in FILE-PATH. Return (has-vars . var-names)."\n  (let ((var-names nil))\n    (save-match-data\n      ;; Match ${VAR} or $VAR\n      (let ((pos 0))\n        (while (string-match "\\${\\([^}]+\\)}\\|\\$\\([A-Za-z_][A-Za-z0-9_]*\\)" file-path pos)\n          (push (or (match-string 1 file-path) (match-string 2 file-path)) var-names)\n          (setq pos (match-end 0)))))\n    (if var-names\n        (cons t (nreverse var-names))\n      (cons nil nil))))\n```\n\nVerification:\n- "$WORKSPACE/file.txt" detects WORKSPACE variable\n- "${TEMP_DIR}/output.txt" detects TEMP_DIR variable\n- "$SRC/$FILE" detects both SRC and FILE variables\n- "/absolute/path.txt" detects no variables\n- Test all variable detection scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 7: Variable Tracking"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Variable Resolution" \\n  --external-ref "opsx:bash-parser-file-ops:3.2" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "variables" \\n  --description "$(cat <<'EOF'\nResolve variable references against provided context.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Variable Handling - Resolution"\n2. Implement `jf/bash-resolve-variables` function\n3. Accept file path and variable context (alist of name → value)\n4. Replace variable references with values from context:\n   - $VAR → context value for VAR\n   - ${VAR} → context value for VAR\n5. Support partial resolution:\n   - "$WORKSPACE/$FILE" with only WORKSPACE → "/workspace/$FILE"\n6. Mark unresolved variables:\n   - Return (:resolved-path "..." :unresolved-vars ("FILE"))\n7. Handle missing context gracefully (return unresolved status)\n\nDesign rationale:\nResolution uses provided context (explicit variable declarations). Partial resolution is important - some vars may be known, others not. Unresolved variables marked for security checker to reject (fail-safe). Simple string replacement approach handles 80% of real-world cases without full shell semantics complexity.\n\nDesign pattern:\n```elisp\n(defun jf/bash-resolve-variables (file-path var-context)\n  "Resolve variables in FILE-PATH using VAR-CONTEXT. Return (resolved-path unresolved-vars)."\n  (let ((resolved file-path)\n        (unresolved nil))\n    (save-match-data\n      (let ((var-refs (jf/bash-detect-variable-references file-path)))\n        (when (car var-refs)  ; has variables\n          (dolist (var-name (cdr var-refs))\n            (let ((value (alist-get (intern var-name) var-context)))\n              (if value\n                  ;; Replace $VAR or ${VAR} with value\n                  (setq resolved (replace-regexp-in-string\n                                 (format "\\${%s}\\|\\$%s\\b" var-name var-name)\n                                 value resolved))\n                ;; Track unresolved\n                (push var-name unresolved)))))))\n    (list :resolved-path resolved :unresolved-vars (nreverse unresolved))))\n```\n\nVerification:\n- "$WORKSPACE/file.txt" with context (WORKSPACE . "/workspace") → "/workspace/file.txt"\n- "$UNKNOWN/file.txt" with empty context → (:unresolved-vars ("UNKNOWN"))\n- "$WORKSPACE/$FILE" with only WORKSPACE → "/workspace/$FILE" with :unresolved-vars ("FILE")\n- Test all resolution scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 7: Variable Tracking"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Variable Assignment Tracking" \\n  --external-ref "opsx:bash-parser-file-ops:3.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "variables" \\n  --description "$(cat <<'EOF'\nTrack VAR=value assignments in command chains for sequential resolution.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Variable Handling - Assignment Tracking"\n2. Implement `jf/bash-extract-variable-assignments` function\n3. Detect simple assignment patterns: VAR=value\n4. Parse assignment commands in chains (&&, ;)\n5. Build variable context incrementally:\n   - First command: DIR=/tmp (add to context)\n   - Second command: $DIR/file.txt (resolve using context)\n6. Support sequential resolution:\n   - A=/foo && B=$A/bar → B resolves to /foo/bar\n7. Integrate with main extraction function\n\nDesign rationale:\nCommand chains often build paths incrementally via assignments. Track assignments left-to-right, each command can use variables from previous commands. Simple VAR=value pattern covers most LLM-generated code (no complex expansion in Phase 1). Sequential resolution enables compound paths.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-variable-assignments (command-string)\n  "Extract VAR=value assignments from command string. Return alist."\n  (let ((assignments nil))\n    (save-match-data\n      (when (string-match "^\\([A-Za-z_][A-Za-z0-9_]*\\)=\\(.+\\)$" command-string)\n        (let ((var-name (match-string 1 command-string))\n              (var-value (match-string 2 command-string)))\n          (push (cons (intern var-name) var-value) assignments))))\n    assignments))\n\n(defun jf/bash-process-chain-with-variables (chain-commands initial-context)\n  "Process commands in chain, tracking assignments and resolving variables."\n  (let ((context initial-context)\n        (all-operations nil))\n    (dolist (cmd chain-commands)\n      ;; Check for assignment\n      (let ((assignments (jf/bash-extract-variable-assignments (plist-get cmd :raw))))\n        (if assignments\n            ;; Update context\n            (setq context (append assignments context))\n          ;; Extract operations with current context\n          (let ((ops (jf/bash-extract-file-operations cmd context)))\n            (setq all-operations (append all-operations ops))))))\n    all-operations))\n```\n\nVerification:\n- "DIR=/tmp && cat $DIR/file.txt" resolves $DIR to /tmp\n- "A=/foo && B=$A/bar && cat $B/file.txt" resolves sequentially\n- Assignment without usage tracked but unused\n- Test all assignment scenarios from bash-file-operations/spec.md\n\nContext: design.md § "Decision 7: Variable Tracking"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Rule Matching Engine" \\n  --external-ref "opsx:bash-parser-file-ops:4.1" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement first-match-wins rule evaluation for path matching.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Rule Matching"\n2. Define sandbox rule structure:\n   (:patterns ("glob-pattern" ...) :operations (:read :write ...))\n3. Implement `jf/bash-match-rule` function\n4. Evaluate rules in order, return first matching rule\n5. Use jf/bash-glob-match-p to test path against each pattern\n6. Return matched rule or nil if no match\n\nDesign rationale:\nFirst-match-wins enables specific rules before general rules. Example: "/workspace/temp/**" (read+write+delete) before "/workspace/**" (read-only). Rule list is simple data structure (easy to serialize, inspect). Each rule contains multiple patterns (OR logic within rule) and allowed operations.\n\nDesign pattern:\n```elisp\n(defun jf/bash-match-rule (file-path rules)\n  "Find first rule matching FILE-PATH. Return rule or nil."\n  (cl-loop for rule in rules\n           when (cl-loop for pattern in (plist-get rule :patterns)\n                         thereis (jf/bash-glob-match-p file-path pattern))\n           return rule))\n\n;; Example usage\n(defvar jf/bash-sandbox-rules\n  '((:patterns ("/workspace/temp/**") :operations (:read :write :delete))\n    (:patterns ("/workspace/**") :operations (:read))\n    (:patterns ("/tmp/**") :operations (:read :write))))\n```\n\nVerification:\n- "/workspace/temp/file.txt" matches first rule (temp-specific)\n- "/workspace/src/foo.el" matches second rule (workspace general)\n- "/etc/passwd" matches no rule (returns nil)\n- Rules evaluated in order (first match wins)\n- Multiple patterns in rule tested with OR logic\n- Test all rule matching scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Operation Permission Checking" \\n  --external-ref "opsx:bash-parser-file-ops:4.2" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nValidate operation types against rule permissions and generate violations.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Permission Checking"\n2. Implement `jf/bash-check-operation-permission` function\n3. Accept: operation plist, matched rule (or nil)\n4. Validate operation type (:read, :write, :delete, etc.) against rule's :operations list\n5. Generate violation if:\n   - No rule matched (path not in allowlist)\n   - Operation type not in rule's allowed operations\n6. Return violation plist with:\n   - :file, :operation, :matched-rule, :reason\n7. Return nil if operation allowed\n\nDesign rationale:\nOperation-specific permissions provide fine-grained control - can allow read but deny write on same path. Violation reporting includes full context for debugging and user feedback. No rule match = violation (fail-safe: deny by default). Clear reasons help users fix their sandbox rules or commands.\n\nDesign pattern:\n```elisp\n(defun jf/bash-check-operation-permission (operation matched-rule)\n  "Check if OPERATION is allowed by MATCHED-RULE. Return violation or nil."\n  (let ((file (plist-get operation :file))\n        (op-type (plist-get operation :operation)))\n    (cond\n     ;; No rule matched = violation\n     ((null matched-rule)\n      (list :file file\n            :operation op-type\n            :matched-rule nil\n            :reason "No allowlist rule matches this file path"))\n     ;; Operation not in allowed list = violation\n     ((not (memq op-type (plist-get matched-rule :operations)))\n      (list :file file\n            :operation op-type\n            :matched-rule matched-rule\n            :reason (format "Operation %s not allowed (rule permits: %s)"\n                           op-type (plist-get matched-rule :operations))))\n     ;; Allowed\n     (t nil))))\n```\n\nVerification:\n- Read operation on "/workspace/**" with :read in rule → allowed (nil)\n- Write operation on "/workspace/**" with only :read in rule → violation\n- Any operation on unmatched path → violation with "No rule matches" reason\n- Test all permission checking scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Security Checker - Core" \\n  --external-ref "opsx:bash-parser-file-ops:4.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement main security validation function coordinating all checks.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (new section)\n\nImplementation steps:\n1. Create new org section "Security Validation - Main"\n2. Implement `jf/bash-sandbox-check` public API function\n3. Accept command-string, rules, and optional var-context\n4. Parse command using jf/bash-parse\n5. Extract file operations using jf/bash-extract-file-operations\n6. For each operation:\n   - Match against rules using jf/bash-match-rule\n   - Check permissions using jf/bash-check-operation-permission\n   - Collect violations\n7. Separate unhandled operations (low confidence, unresolved vars)\n8. Return result plist:\n   - :allowed (t if no violations and no unhandled, nil otherwise)\n   - :command (original command string)\n   - :operations (all extracted operations)\n   - :violations (list of violation plists)\n   - :unhandled (operations that couldn't be validated)\n\nDesign rationale:\nSingle entry point for security validation simplifies integration. Parse → extract → validate pipeline is transparent to caller. Violations and unhandled operations separated for different user actions (violations = fix rules, unhandled = unsupported command). Fail-safe: any unhandled operations → :allowed nil.\n\nDesign pattern:\n```elisp\n(defun jf/bash-sandbox-check (command-string rules &optional var-context)\n  "Validate COMMAND-STRING against RULES. Return validation result."\n  (let* ((parsed (jf/bash-parse command-string))\n         (operations (jf/bash-extract-file-operations parsed var-context))\n         (violations nil)\n         (unhandled nil))\n    (dolist (op operations)\n      (cond\n       ;; Low confidence or unresolved = unhandled\n       ((or (eq (plist-get op :confidence) :low)\n            (plist-get op :unresolved))\n        (push op unhandled))\n       ;; Normal validation\n       (t\n        (let* ((rule (jf/bash-match-rule (plist-get op :file) rules))\n               (violation (jf/bash-check-operation-permission op rule)))\n          (when violation\n            (push violation violations))))))\n    (list :allowed (and (null violations) (null unhandled))\n          :command command-string\n          :operations operations\n          :violations (nreverse violations)\n          :unhandled (nreverse unhandled))))\n```\n\nVerification:\n- Allowed command → :allowed t, no violations, no unhandled\n- Denied command → :allowed nil, violations list with details\n- Command with unhandled operations → :allowed nil, unhandled list\n- Test all security checking scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 4: Security Checker Design"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Special Security Policies" \\n  --external-ref "opsx:bash-parser-file-ops:4.4" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "security" \\n  --description "$(cat <<'EOF'\nImplement special security policies: cd rejection, unresolved variables, indirect operations.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (extend security section)\n\nImplementation steps:\n1. Extend "Security Validation - Main" section\n2. Implement cd command rejection:\n   - Detect command-name = "cd"\n   - Return violation with helpful guidance\n   - Reason: "cd commands prohibited (use absolute paths)"\n3. Implement unresolved variable rejection:\n   - Check operation :unresolved metadata\n   - Generate violation with variable names\n   - Reason: "Unresolved variables: $VAR1, $VAR2 (declare or use literals)"\n4. Implement indirect operation handling:\n   - Check operation :indirect flag\n   - Support optional stricter policy (:reject-indirect t)\n   - Mark indirect operations for caller policy decisions\n5. Integrate checks into main jf/bash-sandbox-check before normal validation\n\nDesign rationale:\ncd rejection avoids working directory tracking complexity (security-critical decision). Unresolved variables fail-safe - can't validate paths with unknown variable values. Indirect operations flag enables stricter policies for command injection (security defense-in-depth). All special policies generate clear error messages with guidance.\n\nDesign pattern:\n```elisp\n(defun jf/bash-check-special-policies (parsed-command operations)\n  "Check special security policies. Return violations or nil."\n  (let ((violations nil))\n    ;; Policy 1: Reject cd commands\n    (when (string= (plist-get parsed-command :command) "cd")\n      (push (list :file nil\n                 :operation :cd\n                 :reason "cd commands are prohibited. Use absolute paths or configure runtime working directory.")\n            violations))\n    ;; Policy 2: Reject unresolved variables\n    (dolist (op operations)\n      (when (plist-get op :unresolved)\n        (push (list :file (plist-get op :file)\n                   :operation (plist-get op :operation)\n                   :unresolved-vars (plist-get op :unresolved-vars)\n                   :reason (format "Unresolved variables: %s" (plist-get op :unresolved-vars)))\n              violations)))\n    ;; Policy 3: Indirect operations (flag for caller)\n    ;; Note: Not rejected by default, just marked\n    violations))\n```\n\nVerification:\n- "cd /tmp" → violation with guidance message\n- "cat $UNKNOWN/file.txt" without context → violation with unresolved vars\n- "bash -c 'rm file.txt'" → indirect flag set (policy decision to caller)\n- Test all special policy scenarios from bash-sandbox-security/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection", "Decision 9: Reject cd Commands"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Command Injection Pattern Detection" \\n  --external-ref "opsx:bash-parser-file-ops:5.1" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "command-injection" \\n  --description "$(cat <<'EOF'\nDetect command execution patterns (bash -c, python -c, sh -c, env -S).\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (extend parser section)\n\nImplementation steps:\n1. Extend parser or create new section "Command Injection Detection"\n2. Define command injection patterns in semantics database:\n   - bash: -c flag, nested command at next arg\n   - sh: -c flag, nested command at next arg\n   - python: -c flag, nested command at next arg\n   - env: -S flag, nested command at next arg\n3. Implement `jf/bash-detect-command-injection` function\n4. Check command name and flags for injection patterns\n5. Extract nested command string from appropriate argument position\n6. Mark parsed command with:\n   - :command-injection t\n   - :nested-command-string "..."\n7. Handle flags before -c (e.g., "bash -x -e -c 'cmd'")\n\nDesign rationale:\nCommand injection is security-critical - attackers use bash -c to bypass static analysis. Pattern detection enables recursive validation. Common patterns (bash -c, python -c, sh -c) cover 95% of injection vectors. Flag detection handles various flag orderings. Metadata enables downstream recursive parsing and marking.\n\nDesign pattern:\n```elisp\n(defvar jf/bash-command-injection-patterns\n  '((bash . (:flags ("-c") :arg-after-flag t))\n    (sh . (:flags ("-c") :arg-after-flag t))\n    (python . (:flags ("-c") :arg-after-flag t))\n    (env . (:flags ("-S") :arg-after-flag t))))\n\n(defun jf/bash-detect-command-injection (parsed-command)\n  "Detect command injection patterns. Return nested-command-string or nil."\n  (let* ((cmd-name (plist-get parsed-command :command))\n         (flags (plist-get parsed-command :flags))\n         (args (plist-get parsed-command :positional-args))\n         (pattern (alist-get (intern cmd-name) jf/bash-command-injection-patterns)))\n    (when (and pattern\n               (cl-intersection (plist-get pattern :flags) flags :test #'string=))\n      ;; Find arg after -c flag\n      (let ((flag-idx (cl-position "-c" flags :test #'string=)))\n        (when flag-idx\n          (nth 0 args))))))  ; First positional arg after flags\n```\n\nVerification:\n- "bash -c 'rm file.txt'" → detects injection, extracts 'rm file.txt'\n- "python -c 'import os; os.remove(file)'" → detects injection\n- "bash -x -e -c 'cmd'" → detects injection despite preceding flags\n- "bash script.sh" → no injection detected\n- Test all injection detection scenarios from bash-parser/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Nested Command Parsing" \\n  --external-ref "opsx:bash-parser-file-ops:5.2" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "command-injection" \\n  --description "$(cat <<'EOF'\nRecursively parse nested command strings from command injection patterns.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (extend injection section)\n\nImplementation steps:\n1. Extend "Command Injection Detection" section\n2. Implement `jf/bash-parse-nested-command` function\n3. Strip outer quotes from nested command string:\n   - Single quotes: 'cmd' → cmd\n   - Double quotes: "cmd" → cmd\n   - Preserve inner quotes: 'grep "pattern" file' → grep "pattern" file\n4. Recursively call jf/bash-parse on stripped command string\n5. Handle nested variables (preserve in double quotes, not in single)\n6. Return parsed nested command structure\n7. Integrate with main parser to populate :nested-command field\n\nDesign rationale:\nRecursive parsing reuses existing parser infrastructure - no duplicate logic. Quote stripping is critical - "bash -c 'rm file'" needs inner 'rm file' parsed. Preserving inner quotes maintains command semantics. Single vs double quote handling matches shell semantics (no variable expansion in single quotes).\n\nDesign pattern:\n```elisp\n(defun jf/bash-parse-nested-command (nested-command-string)\n  "Parse nested command string, stripping outer quotes."\n  (let ((stripped (jf/bash--strip-outer-quotes nested-command-string)))\n    ;; Recursively parse stripped command\n    (jf/bash-parse stripped)))\n\n(defun jf/bash--strip-outer-quotes (str)\n  "Strip outer single or double quotes from STR. Preserve inner quotes."\n  (cond\n   ;; Single quotes\n   ((and (string-prefix-p "'" str) (string-suffix-p "'" str))\n    (substring str 1 (1- (length str))))\n   ;; Double quotes\n   ((and (string-prefix-p "\"" str) (string-suffix-p "\"" str))\n    (substring str 1 (1- (length str))))\n   ;; No outer quotes\n   (t str)))\n```\n\nVerification:\n- "'rm file.txt'" → parses as "rm file.txt"\n- "\"cat file.txt\"" → parses as "cat file.txt"\n- "'grep \"pattern\" file'" → inner quotes preserved in parsed command\n- "bash -c 'bash -c rm file'" → nested parsing (recursive injection)\n- Test all nested parsing scenarios from bash-parser/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Indirect Operation Marking" \\n  --external-ref "opsx:bash-parser-file-ops:5.3" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "command-injection" \\n  --description "$(cat <<'EOF'\nMark file operations from nested commands as indirect for security policies.\n\nFiles to modify:\n- config/experiments/bash-parser/bash-parser.org (integrate with extraction)\n\nImplementation steps:\n1. Extend file operations extraction to handle nested commands\n2. When extracting from command with :command-injection t:\n   - Parse nested command\n   - Extract operations from nested command\n   - Mark all operations with :indirect t\n3. Track nesting depth for multi-level injection:\n   - bash -c 'bash -c rm file' → :nesting-depth 2\n4. Include nested command string in metadata for debugging\n5. Integrate marking into main extraction function\n\nDesign rationale:\n:indirect flag enables stricter security policies - some callers may reject all indirect operations (defense-in-depth). Nesting depth tracks recursive injection (security visibility). Metadata preserves nested command for audit trails. Integration with extraction means indirect operations flow through normal validation pipeline with special flag.\n\nDesign pattern:\n```elisp\n(defun jf/bash-extract-operations-from-nested (parsed-command nesting-depth)\n  "Extract operations from nested command, marking as indirect."\n  (when (plist-get parsed-command :command-injection)\n    (let* ((nested-str (plist-get parsed-command :nested-command-string))\n           (nested-parsed (jf/bash-parse-nested-command nested-str))\n           ;; Recursively extract (may have more nesting)\n           (nested-ops (jf/bash-extract-file-operations nested-parsed)))\n      ;; Mark all operations as indirect\n      (mapcar (lambda (op)\n                (plist-put op :indirect t)\n                (plist-put op :nesting-depth (1+ nesting-depth))\n                (plist-put op :nested-command nested-str)\n                op)\n              nested-ops))))\n```\n\nVerification:\n- "bash -c 'rm file.txt'" → operation marked :indirect t\n- "rm file.txt" → operation NOT marked indirect (or :indirect nil)\n- "bash -c 'sh -c rm file'" → operation marked :nesting-depth 2\n- Integration with security checker uses :indirect flag for policy\n- Test all indirect marking scenarios from bash-parser/spec.md\n\nContext: design.md § "Decision 8: Command Injection Detection"\nEOF\n)"	SUCCESS		0	:simple	
bd create \\n  --title "Command Semantics Tests" \\n  --external-ref "opsx:bash-parser-file-ops:6.1" \\n  --label "openspec" \\n  --label "bash-parser-file-ops" \\n  --label "testing" \\n  --description "$(cat <<'EOF'\nCreate comprehensive ERT tests for command semantics database lookup.\n\nFiles to create:\n- config/experiments/bash-parser/test/test-command-semantics.el\n\nImplementation steps:\n1. Create test file with ERT setup and require statements\n2. Implement tests for each semantics scenario from spec:\n   - Lookup simple read command (cat)\n   - Lookup commands with skip rules (grep)\n   - Lookup unknown commands (return nil)\n   - Multi-operation commands (cp: read sources + write dest)\n   - Subcommand-specific semantics (git add vs git checkout)\n   - Flag-dependent behavior (sed with/without -i)\n   - Operation type classification (read/write/delete/modify)\n   - Core command coverage (20+ commands)\n   - Positional argument indexing (single, -1, ranges)\n3. Use naming convention: test-semantics-<scenario-slug>\n4. Include spec reference in docstring\n\nDesign rationale:\nTests verify that semantics database is complete and correct. One test per scenario ensures full spec coverage. Testing lookup function independently (unit tests) enables quick debugging without running full extraction. Spec references provide traceability from test failure to requirement.\n\nDesign pattern:\n```elisp\n(require 'ert)\n(require 'bash-parser)  ; Load the module\n\n(ert-deftest test-semantics-lookup-simple-read-command ()\n  "Scenario: bash-command-semantics § 'Lookup simple read command'"\n  (let ((result (jf/bash-lookup-command-semantics "cat")))\n    (should result)\n    (let ((ops (plist-get result :operations)))\n      (should (= (length ops) 1))\n      (should (eq (plist-get (car ops) :operation) :read))\n      (should (eq (plist-get (car ops) :source) :positional-args)))))\n\n(ert-deftest test-semantics-multi-operation-cp ()\n  "Scenario: bash-command-semantics § 'Copy command with read and write operations'"\n  (let* ((result (jf/bash-lookup-command-semantics "cp"))\n         (ops (plist-get result :operations)))\n    (should (= (length ops) 2))\n    ;; First op: read sources\n    (should (eq (plist-get (nth 0 ops) :operation) :read))\n    ;; Second op: write destination\n    (should (eq (plist-get (nth 1 ops) :operation) :write))))\n```\n\nVerification:\n- All test-semantics-* tests pass via (ert "^test-semantics-")\n- Coverage for all scenarios in bash-command-semantics/spec.md\n- Tests can run independently (unit tests, no integration)\n\nContext: architecture.md § "Testing Approach" + specs/bash-command-semantics/spec.md\nEOF\n)"	SUCCESS		0	:simple	
